,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,cano_smiles
1070,Fluoromethalone,-3.5069999999999997,1,376.46799,2,4,1,74.599998,-4.099,FC12C3(C)C(C(C)CC1C1C(C)(C(O)(C(=O)C)CC1)CC2O)=CC(=O)C=C3,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1071,Pentachloroethane,-3.3819999999999997,1,202.295,0,0,0,0.0,-2.5999999,ClC(Cl)(Cl)C(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl
1072,Diethyl phthalate ,-3.016,1,222.24001,0,1,4,52.599998,-2.3499999,O=C(OCC)c1c(C(=O)OCC)cccc1,CCOC(=O)c1ccccc1C(=O)OCC
1073,2-Methylpropan-1-ol,-0.67199999,1,74.123001,1,0,1,20.23,0.1,OCC(C)C,CC(C)CO
1074,Isobutylbenzene,-3.5699998999999996,1,134.222,0,1,2,0.0,-4.1199999,C(Cc1ccccc1)(C)C,CC(C)Cc1ccccc1
1075,Diiodomethane,-2.9579999,1,267.83499,0,0,0,0.0,-2.3399999,ICI,ICI
1076,4-Heptanol,-1.6780000000000002,1,116.204,1,0,4,20.23,-1.4,OC(CCC)CCC,CCCC(O)CCC
1077,Pentyl acetate,-1.8329999,1,130.187,0,0,4,26.299999,-1.89,O=C(OCCCCC)C,CCCCCOC(C)=O
1078,"2,3,5,6-Tetrachlorophenol",-4.2030001,1,231.89301,1,1,0,20.23,-3.3699999,Clc1c(O)c(Cl)c(Cl)cc1Cl,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
1079,Propylbenzene ,-3.2809998999999994,1,120.195,0,1,2,0.0,-3.3699999,C(Cc1ccccc1)C,CCCc1ccccc1
1080,"1,2-Dichlorotetrafluoroethane",-2.697,1,170.92,0,0,1,0.0,-2.74,ClC(F)(F)C(Cl)(F)F,FC(F)(Cl)C(F)(F)Cl
1082,tetramethylurea,-0.495,1,116.164,0,0,0,23.549999,0.94,O=C(N(C)C)N(C)C,CN(C)C(=O)N(C)C
1083,"1,2,4,5-Tetramethylbenzene",-3.6639999999999997,1,134.222,0,1,0,0.0,-4.5900002,Cc1c(C)cc(C)c(C)c1,Cc1cc(C)c(C)cc1C
1084,norethindrone acetate,-4.2410002,1,340.46301,0,4,1,43.369999,-4.8000002,O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
1085,Ditalimfos,-3.9920001000000003,1,299.28799,0,2,5,55.84,-3.3499999,S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O
1086,salicylanilide,-3.7820001000000003,1,213.23599,2,2,2,49.330002,-3.5899998999999996,O=C(Nc1ccccc1)c1c(O)cccc1,O=C(Nc1ccccc1)c1ccccc1O
1087,Sulfallate,-3.2539999,1,223.79401000000001,0,0,4,3.24,-3.3900001000000004,ClC(CSC(=S)N(CC)CC)=C,C=C(Cl)CSC(=S)N(CC)CC
1088,Chloroethane,-1.165,1,64.514999,0,0,0,0.0,-1.0599999,ClCC,CCCl
1089,Mefluidide,-3.165,1,310.297,2,1,3,75.269997,-3.24,S(=O)(=O)(Nc1c(C)cc(C)c(NC(=O)C)c1)C(F)(F)F,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
1090,Piperine,-3.6589998999999995,1,285.34299,0,3,3,38.77,-3.46,O=C(/C=C/C=C/c1cc2OCOc2cc1)N1CCCCC1,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
1091,cis-2-Pentene,-2.076,1,70.135002,0,0,1,0.0,-2.54,C(=C\C)\CC,C/C=C\CC
1092,thiofanox,-2.7,1,218.32201,1,0,3,50.689999,-1.62,S(C/C(=N/OC(=O)NC)/C(C)(C)C)C,CNC(=O)O/N=C(/CSC)C(C)(C)C
1093,Cyclooctyl-5-spirobarbituric acid,-2.2839999,1,224.25999,2,2,0,75.269997,-2.9820001,O=C1C2(C(=O)NC(=O)N1)CCCCCCC2,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
1094,butacarb,-4.6420002,1,263.38101,1,1,1,38.330002,-4.2399998,O=C(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1
1095,Eriodictyol,-3.1519999999999997,1,288.255,4,3,1,107.22,-3.6199999,O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)cc2)C1,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
1096,Benzophenone,-3.612,1,182.222,0,2,2,17.07,-3.1199999,O=C(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1
1097,Eicosane,-7.576000200000001,1,282.556,0,0,17,0.0,-8.171999900000001,C(CCCCCCCCCC)CCCCCCCCC,CCCCCCCCCCCCCCCCCCCC
1098,hydrazobenzene,-3.4920001000000003,2,184.24200000000002,2,2,3,24.059998999999998,-2.9200001,N(Nc1ccccc1)c1ccccc1,c1ccc(NNc2ccccc2)cc1
1099,2-Ethyl-1-butanol,-1.381,1,102.177,1,0,3,20.23,-1.17,OCC(CC)CC,CCC(CC)CO
1100,4-hydroxypyridine,-1.655,1,95.100998,1,1,0,33.119999,1.02,Oc1ccncc1,Oc1ccncc1
1101,"cis 1,2-Dichloroethylene",-1.561,1,96.944,0,0,0,0.0,-1.3,Cl/C=C\Cl,Cl/C=C\Cl
1102,Methylcyclopentane,-2.4519999,1,84.162003,0,1,0,0.0,-3.3,CC1CCCC1,CC1CCCC1
1103,4-Methyl-2-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.80000001,OC(CC(C)C)C,CC(C)CC(C)O
1104,RTI 11,-3.125,1,254.28900000000002,1,3,0,55.560001,-3.928,O=C1N(C)c2c(Oc3c1cc(C)cc3)ccc(N)c2,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2
1105,"2,2-Dimethylpropanol",-1.011,1,88.150002,1,0,0,20.23,-0.40000001,OCC(C)(C)C,CC(C)(C)CO
1106,Triadimefon,-4.132,1,293.754,0,2,4,57.009997999999996,-3.6099998999999996,Clc1ccc(OC(C(=O)C(C)(C)C)n2ncnc2)cc1,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
1107,Isocarboxazid,-2.2509999,1,231.255,2,2,4,67.160004,-2.461,O=C(NNCc1ccccc1)c1noc(C)c1,Cc1cc(C(=O)NNCc2ccccc2)no1
1108,Propylene,-1.235,1,42.081001,0,0,0,0.0,-1.08,C(=C)C,C=CC
1109,Dichlorophen,-4.9239998,1,269.12701,2,2,2,40.459998999999996,-3.9530001000000006,Clc1cc(Cc2c(O)ccc(Cl)c2)c(O)cc1,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
1110,Desmedipham,-4.1820002,1,300.314,2,2,4,76.660004,-4.632,O=C(OCC)Nc1cc(OC(=O)Nc2ccccc2)ccc1,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
1111,Anthraquinone,-3.3399998999999996,1,208.21599999999998,0,3,0,34.139998999999996,-5.1900001,O=C1c2c(C(=O)c3c1cccc3)cccc2,O=C1c2ccccc2C(=O)c2ccccc21
1112,2-Octanol,-2.033,1,130.231,1,0,5,20.23,-2.0899999,OC(CCCCCC)C,CCCCCCC(C)O
1113,Oxycarboxin,-2.1689998999999998,1,267.306,1,2,2,72.470001,-2.2809999,O=C(Nc1ccccc1)C=1S(=O)(=O)CCOC=1C,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
1114,Butylbenzene,-3.585,1,134.222,0,1,3,0.0,-4.059999899999999,C(CC)Cc1ccccc1,CCCCc1ccccc1
1115,parabanic acid,1.091,1,114.06,2,1,0,75.269997,-0.40000001,O=C1C(=O)NC(=O)N1,O=C1NC(=O)C(=O)N1
1116,Abate,-6.678,1,466.47900000000004,0,2,10,55.380001,-6.237,S=P(OC)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
1117,Chlorthalidone,-2.5639998999999998,1,338.772,3,3,2,109.49,-3.451,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
1118,Isobutyl acetate,-1.4630001,1,116.16,0,0,2,26.299999,-1.21,O=C(OCC(C)C)C,CC(=O)OCC(C)C
1119,"2,2,3-Trimethylbutane",-2.9219999,1,100.205,0,0,0,0.0,-4.3600001,C(C(C)C)(C)(C)C,CC(C)C(C)(C)C
1120,"2,3,3',4,4'6-PCB",-7.745999799999999,1,395.327,0,2,1,0.0,-7.6599998,Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)c(Cl)c(Cl)cc1,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
1121,Phthalonitrile,-1.7169999999999999,1,128.134,0,1,0,47.580002,-2.3800001,N#Cc1c(C#N)cccc1,N#Cc1ccccc1C#N
1122,m-Nitrotoluene,-2.6400001,1,137.138,0,1,1,43.139998999999996,-2.4400001000000002,O=[N+]([O-])c1cc(C)ccc1,Cc1cccc([N+](=O)[O-])c1
1123,halothane,-2.608,1,197.38099999999997,0,0,0,0.0,-1.71,BrC(Cl)C(F)(F)F,FC(F)(F)C(Cl)Br
1124,Oxamyl,-0.90799999,1,219.26601000000002,1,0,1,71.0,0.106,S(/C(=N/OC(=O)NC)/C(=O)N(C)C)C,CNC(=O)O/N=C(/SC)C(=O)N(C)C
1125,Thiometon,-3.323,1,246.35898999999998,0,0,7,18.459999,-3.0910001,S=P(SCCSCC)(OC)OC,CCSCCSP(=S)(OC)OC
1126,2-Methylbutane,-2.2449999,1,72.15100100000001,0,0,1,0.0,-3.1800001,C(CC)(C)C,CCC(C)C
1127,Stirofos,-4.3200002,1,365.96398999999997,0,1,5,44.759997999999996,-4.5219998,Cl/C=C(\OP(=O)(OC)OC)/c1c(Cl)cc(Cl)c(Cl)c1,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
